"title","obis","records","totalrecords","fraction","taxa","org_title","org_country","installation_title","node_title"
"Percentages of planktonic foraminifera species in sediment core V25-75",,1339,1339,1.00,23,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Cnidaria Collection of the Seto Marine Biological Laboratory, Kyoto University",,1339,1340,1.00,324,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Table A3. Benthic foraminifera assemblage of sediment core GeoB1710-3",,1338,1373,0.97,41,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V22-38",,1337,1396,0.96,23,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Rapid Assessment Program (RAP) Biodiversity Survey Database",,1333,45477,0.03,477,"Conservation International","US","TAPIR Installation","U.S. Geological Survey"
"Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC12-294",,1331,1346,0.99,21,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Appendix B) Foraminifera and stable carbon and oxygen isotope record of ODP Hole 105-647B",,1328,1328,1.00,6,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Aves Acuáticas de las sabanas inundables del Meta y Casanare",,1326,8350,0.16,21,"Asociación para el estudio y conservación de las aves acuáticas en Colombia","CO","Datos sobre biodiversidad Valle del Cauca","Colombian Biodiversity Information System"
"AlgaTerra",,1324,2624,0.50,187,"Botanic Garden and Botanical Museum Berlin-Dahlem","DE","BioCASe Installation Botanic Garden and Botanical Museum Berlin-Dahlem","GBIF Germany"
"Percentages of planktonic foraminifera species in sediment core RC24-27",,1320,1320,1.00,23,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Atlantic Canada Conservation Data Centre (OBIS Canada)",t,1318,1318,1.00,36,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"National Taiwan Museum",,1318,1450,0.91,734,"TELDAP","TW","TaiBIF IPT","Taiwan Biodiversity Information Facility"
"Benthos counted on dredged samples during Valdivia cruise VA44",,1316,1317,1.00,166,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Benthic foraminifera distribution of sediment core BP00-07/05",,1312,1312,1.00,17,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 2) Distribution of benthic foraminifers at DSDP Site 90-591",,1303,1335,0.98,46,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Herbarium (ICEL)",,1299,85637,0.02,17,"Icelandic Institute of Natural History","IS","DiGIR Installation","GBIF Iceland"
"Fungal Specimens collected by HabitatVision (Jacob Heilmann-Clausen)",,1299,16032,0.08,52,"HabitatVision","DK","DanBIF IPT at Aarhus University","DanBIF - Danish Biodiversity Information Facility"
"Centre de Ressources Biologiques de l'Institut Pasteur",,1298,8079,0.16,679,"Centre de Ressources Biologiques de l Institut Pasteur","FR","IPT GBIF France","GBIF France"
"Resolute Passage Copepod Distribution (OBIS Canada)",t,1294,1294,1.00,2,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Benthic foraminifera abundance of Hole 47-397",,1292,1341,0.96,17,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Figure 7) Distribution of benthic foraminifers in the Oligocene to upper Miocene DSDP of Hole 71-513A",,1292,1292,1.00,13,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"MfN - Fossil invertebrates III",,1289,6283,0.21,234,"Museum für Naturkunde Berlin","DE","BioCASe Installation Museum für Naturkunde Berlin","GBIF Germany"
"Percentages of planktonic foraminifera species in sediment core V22-222",,1289,1289,1.00,23,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 6) Distribution of live benthic foraminifera in deep-sea surface sediments of the Scotia Sea, part 2",,1288,1311,0.98,106,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Percentages of planktonic foraminifera species in sediment core V22-177",,1287,1287,1.00,23,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Collection Arachnology SMF",,1285,49766,0.03,199,"Senckenberg","DE","BioCASe Installation Senckenberg","GBIF Germany"
"(Table 1) Benthic foraminifera species observed in the Quaternary samples from DSDP Hole 95-612",,1282,1359,0.94,87,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Assemblage of dinoflagellate cysts analysed in sediment core SO78-158-1",,1282,1430,0.90,13,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Countryside Council for Wales - Phase 2 Lowland Grassland Survey of Wales",,1280,229035,0.01,12,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Abundance of the benthic infauna of the North Sea sampled during Victor Hensen cruise VH1486",,1279,1281,1.00,290,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 1) Distribution of planktonic foraminifers at DSDP Hole 90-590A",,1277,2034,0.63,15,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"KUBI Ornithology Tissue Collection",,1274,26387,0.05,200,"University of Kansas Biodiversity Institute","US","KU Biodiversity Institute IPT","U.S. Geological Survey"
"California Beetle Project",,1272,33321,0.04,24,"Santa Barbara Museum of Natural History","US","digir.sbcollections.org Provider","U.S. Geological Survey"
"(Appendix table DR1) Foraminiferal distribution data for ODP Hole 178-1098B",,1269,1336,0.95,12,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V28-345",,1268,1352,0.94,25,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Antarctic Krill occurrence data from US AMLR  ""US Antarctic Marine Living Resources"" Program",,1268,1268,1.00,1,"Antarctic Biodiversity Information Facility (ANTABIF)","","Scientific Committee on Antarctic Research - Marine Biodiversity Information Network (SCAR-MarBIN)","Scientific Committee on Antarctic Research (SCAR)"
"Ibaraki Nature Museum, Mollusk collection",,1267,1852,0.68,249,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Table A2. Benthic foraminifera assemblage of sediment core GeoB1214-1",,1266,1294,0.98,39,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Fish (NHMK-PI)",,1265,2446,0.52,202,"Kyung Hee University Natural History Museum","KR","KBIF IPT","Korean Biodiversity Information Facility"
"Registro de datos de peces del pacífico mexicano de la Colección Biológica de la Secretaría de Marina",,1265,1271,1.00,228,"Comisión nacional para el conocimiento y uso de la biodiversidad","MX","CONABIO","Biodiversity Information System of Mexico"
"Planktic foraminifera counts of sediment core CHN82-24",,1264,1264,1.00,24,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"RAVON (NL) - Fish observations extracted from Hoek (1888) and Hoek (1897)",,1263,1273,0.99,45,"Reptile, Amphibian and Fish Conservation Netherlands (RAVON)","NL","RAVON IPT","Netherlands Biodiversity Information Facility"
"Planktic foraminifera counts of sediment core A180-15",,1262,1264,1.00,25,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Bryophyte herbarium, Trondheim (TRH)",,1259,159123,0.01,5,"Natural History Museum, University of Oslo","NO","gbif.no","GBIF Norway"
"(Table A.01) Planktic foraminiferal census data of sediment core GIK23414-7",,1257,1257,1.00,17,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"The Collection of Lichenicolous Fungi at the Botanische Staatssammlung München",,1256,15203,0.08,80,"Staatliche Naturwissenschaftliche Sammlungen Bayerns","DE","BioCASe Installation Staatliche Naturwissenschaftliche Sammlungen Bayerns","GBIF Germany"
"Benthic foraminifera abundance of sediment core MD01-2416",,1256,1315,0.96,28,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"OHN",,1252,138709,0.01,110,"GBIF-Sweden","SE","IPT GBIF-Sweden","GBIF Sweden"
"(Figure 5) Foraminiferal abundance and sea surface temperature of sediment core MD95-2011",,1251,1251,1.00,2,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Aves Collection of Institute of Systematics and Evolution of Animals",,1251,7243,0.17,160,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences","PL","TAPIR Installation","Polish Biodiversity Information Network"
"(Table 3) Percentages of planktonic foraminiferal species and varieties from the sediment surface samples from the South China Sea",,1250,1322,0.95,26,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC13-205",,1250,1305,0.96,25,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Planktic foraminifera abundance of Hole 26-254",,1247,3163,0.39,14,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Naturalis Biodiversity Center (NL) - Amphibia and Reptilia",,1247,28753,0.04,53,"Naturalis Biodiversity Center","NL","Naturalis HTTP installation","Netherlands Biodiversity Information Facility"
"RSPB - RSPB Reserves breeding bird surveys",,1246,6383,0.20,58,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"EDIT - ATBI in Mercantour/Alpi Marittime (France/Italy)",,1246,38541,0.03,165,"Museum für Naturkunde Berlin","DE","BioCASe Installation Museum für Naturkunde Berlin","GBIF Germany"
"rmca-albertine-rift-cichlids",,1240,35947,0.03,5,"BeBIF Provider","BE","Belgian BIF IPT","Belgium Biodiversity Information Facility"
"Distribution of planktic foraminifers of core Y71-06-12",,1240,1285,0.96,22,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Vascular Plant Herbarium, Trondheim (TRH)",,1238,210805,0.01,23,"Natural History Museum, University of Oslo","NO","gbif.no","GBIF Norway"
"Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core V22-182",,1238,1300,0.95,25,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Isle of Wight Local Records Centre - IOW Natural History & Archaeological Society Marine Invertebrate Records 1853- 2011",,1237,1237,1.00,93,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Percentages of planktonic foraminifera species in sediment core V30-40",,1236,1236,1.00,24,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Appendix B) Abundance of organic-walled dinoflagellate cysts of sediment core GeoB1105-4",,1235,1324,0.93,18,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"MVZ Mammal Collection (Arctos)",,1232,221288,0.01,67,"Museum of Vertebrate Zoology","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"Shellfish (WSHN-MS)",,1220,1254,0.97,61,"Wooseokheon Natural History Museum","KR","KBIF IPT","Korean Biodiversity Information Facility"
"University of Alberta Ornithology Collection (UAMZ)",,1220,7381,0.17,117,"University of Alberta Museums","CA","University of Alberta Museums IPT","Canada Biodiversity Information Facility"
"(Table 6) Relative abundances of the seven species of planktonic foraminifera from ODP Site 108-662",,1218,1218,1.00,6,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 22) Benthic foraminifera in Pliocene sediments of DSDP Hole 90-594",,1218,1305,0.93,42,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Relative abundance of planktic foraminifera in the 120 kyr time slice reconstruction of sediment core RC13-229",,1211,1274,0.95,23,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 3) Dead benthic foraminifera in surface sediments from the eastern South Atlantic Polar Front region",,1211,1222,0.99,68,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"NPWS Seal Database",,1209,1209,1.00,2,"National Biodiversity Data Centre","IE","HTTP Installation","National Biodiversity Data Centre"
"Relative abundances of dinoflagellate cysts in several IODP and DSDP holes",,1209,1668,0.72,15,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Planktic foraminifera counts of sediment core RC08-49",,1200,1249,0.96,26,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Museo Nacional de Ciencias Naturales, Madrid. Colección de Tejidos y ADN",,1198,10697,0.11,191,"Spanish National Museum of Natural Sciences (CSIC)","ES","TAPIR Installation","GBIF Spain"
"RMT Trawl catch from the 1990/91 V6 AAMBER2 voyage",,1194,1194,1.00,65,"Australian Antarctic Data Centre","AU","DiGIR Installation","Atlas of Living Australia"
"Cetacean Sightings Survey and Southern Ocean cetacean program",,1192,1192,1.00,13,"Australian Antarctic Data Centre","AU","AADC IPT","Atlas of Living Australia"
"Distribution of planktonic foraminifera of sediment core Core190",,1192,1192,1.00,15,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table AT5) Planktonic foraminiferal stratigraphy of ODP Hole 182-1130A",,1190,1492,0.80,22,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
